Device,Acc_x,Acc_y,Acc_z
2.0,-3676.232500154464,-1157.686480733215,-48.40328083297268
2.0,-3605.4190065039966,-1326.7423530093959,-52.35456953161076
2.0,-3506.2801153933415,-1067.7212085880217,4.993787905598273
2.0,-3581.1401292925975,-821.5521324853428,92.88444931878418
2.0,-3934.1960285530718,-660.4053568644601,211.7365995635752
2.0,-4211.380344922425,-700.9392024063674,61.922970029418586
2.0,-4640.308071355351,-789.9159290751473,463.42351763951973
2.0,-5870.4394786084285,-549.6786754639422,30.961485014709293
2.0,-4726.295588446445,-25.704398094752772,-172.86887484007195
2.0,-3713.662507104092,143.2874285783924,72.90929769639109
2.0,-4377.285965153428,174.1340231211459,-410.9339941231931
2.0,-4332.774486698088,300.5055802278831,-1272.3147624828778
2.0,-4042.4395291531673,89.55463522770366,-1104.3850271428219
2.0,-3728.83677482605,-269.896182857576,-1066.8479028295299
2.0,-3591.256307773903,-663.3711765046979,-809.0263018842603
2.0,-3567.9889995543685,-461.6905248067418,-183.73490540219134
2.0,-3647.907102694277,27.861442325300857,284.64592016134105
2.0,-3832.022430466824,312.4461738301105,591.2644574876691
2.0,-3825.952527952976,252.74309894589126,771.040860258165
2.0,-3786.4993830196195,-87.98812775582564,814.9861556584718
2.0,-3802.6852197334415,-292.63468306572713,787.0209510209131
2.0,-3844.161746931858,-179.9308038393005,752.064475759131
2.0,-3977.6956937352165,-194.76025319490276,543.3241241290921
2.0,-4428.87867083315,-274.8393377319711,250.688158586377
2.0,-4580.621836615391,-540.7810333322307,46.94160440417587
2.0,-4449.111516358423,-609.98514050343,40.94905891745794
2.0,-4276.123691777714,-408.30448880547385,-189.66184226704425
2.0,-5125.88659270865,-542.7583074960553,-571.9490105011424
2.0,-5008.537749775121,-782.9955611072603,-973.9925993270562
2.0,-3139.061517402774,-346.02074960216146,-1125.1292756346406
2.0,-3493.1289856551125,-187.8398394242662,-1107.3485261104147
2.0,-4536.110846722712,-659.4166892473816,-989.7977235864421
2.0,-3872.4871443920447,-611.9624146672546,-641.0965054738717
2.0,-3186.607702833707,-255.06671823439052,-288.44403683162125
2.0,-3442.548093248586,-377.656953012357,21.972666784632402
2.0,-3622.616656491014,-523.9742945452206,161.79871669069666
2.0,-3886.6498431221385,-862.08597802725,261.6744977040369
2.0,-4368.181599945318,-979.733027395655,243.69684215940413
2.0,-4320.635658795716,-1020.2668729375621,365.5452708728978
2.0,-4292.3102613355295,-1012.3578373525963,433.4607940228259
2.0,-4142.590233537017,-1143.8457447974408,456.4322164801301
2.0,-3927.11480132869,-1116.1641507852273,507.3688741101593
2.0,-3815.83610519034,-1068.7098151347677,560.3030201841574
2.0,-4126.404152541864,-808.699942025982,527.3439722960113
2.0,-4103.13684432233,-794.8590839495424,405.4955893852672
2.0,-4297.368350576182,-575.3830563826639,531.3390102542814
2.0,-4725.284263735912,-464.65643605247874,461.42599866038466
2.0,-4744.504807425327,-313.39593964522004,97.87823913283036
2.0,-4141.578420263822,-90.95402373397937,207.74157687288817
2.0,-4847.69021878477,107.46556380000271,-343.76209388013746
2.0,-4905.352826978339,3.980206216868685,-555.1560125390038
2.0,-4349.9723809664365,-91.94265318210007,-905.8328559164141
2.0,-4068.7417886296257,-257.04396186304876,-606.522757987507
2.0,-3513.361586899054,-420.16804218292236,-447.4834279447305
2.0,-3158.28230537352,-335.1458027714589,33.957757758068254
2.0,-3180.5380446011904,-172.02175298675164,179.77635696774624
2.0,-3934.1960285530718,143.2874285783924,289.63970234159564
2.0,-4090.997527857296,14.925773492174558,304.6210488823594
2.0,-4055.5906588913967,-309.44142185273716,526.3452280740269
2.0,-4067.7302196377614,-415.22488730852723,550.3154558236482
2.0,-3772.3366842895257,-659.4166892473816,984.7749940684585
2.0,-4047.4976183938197,-649.530440568924,320.60117018027387
2.0,-4386.3908189242,-360.8502142253469,-131.3803320536848
2.0,-3880.5799406082906,-511.1221040858597,-160.02717321036292
2.0,-3626.663176739802,-424.1225905105716,-405.0070572583402
2.0,-4375.263315732362,-75.1359372964648,-1194.2768927480354
2.0,-4392.4607214380485,-641.6213439136255,-1184.3986442831697
2.0,-3646.8955337024126,-748.3934769864942,-1400.7317482448016
2.0,-3687.360491908965,-464.65643605247874,-1443.2081189311918
2.0,-4868.9343890205755,-638.6554021327222,-1554.8319845903115
2.0,-4639.296258082156,-783.9841676540062,-1479.7574916823967
2.0,-3892.719501354655,-634.7009148754057,-566.0220125659567
2.0,-3142.096468659698,-996.539766182665,324.59623867371045
2.0,-3160.305443357249,-887.7903589459717,628.2185433340854
2.0,-3648.9189159674725,-361.83885130725923,300.62604145925553
2.0,-3733.8951083480333,-491.3494540531127,36.95402859297932
2.0,-3696.4651013984057,-891.7449072736209,68.91426737191247
2.0,-3930.1495083042832,-972.8126594277679,-52.35456953161076
2.0,-4067.7302196377614,-1108.2550541299288,-133.35598785369123
2.0,-3459.7454989542725,-1617.399884051964,425.47071810628546
2.0,-3726.813636842321,-1582.797799931198,525.3464838520425
2.0,-4655.482339077309,-1014.3351725867537,108.86457061669866
2.0,-4895.236159934372,-688.0870119470065,-116.56300515913573
2.0,-5256.385099692423,-583.2921530379624,-201.51570072916687
2.0,-5016.631278835359,-582.3034854208837,-866.3199231272838
2.0,-4823.411097292041,-228.37370023375652,-439.5808352798712
2.0,-3489.082709687655,-321.3050057653521,-234.11382295069149
2.0,-3500.2104571608247,-245.1804237531834,156.80493451044208
2.0,-4465.297597353576,298.5154812941786,-293.38316106405415
2.0,-5117.793063648412,553.2486639061913,-631.2182570090059
2.0,-4585.679925856043,197.02020666149795,-723.0858089493923
2.0,-3558.8846343462587,-94.90854916025381,-451.43467847441065
2.0,-3021.7136515945685,-283.7370103988491,-78.03794607275822
2.0,-2996.4229611099745,-49.43153729326412,128.83972987288334
2.0,-3218.979620542683,277.6193814199479,-112.61171646049766
2.0,-4146.636509504475,-0.0,227.71672086148965
2.0,-3871.475575400181,-144.34008263662213,357.55522549152374
2.0,-4338.844389211936,25.871339574700496,212.73535905314273
2.0,-4177.996858221586,-303.5096298964297,138.8273095009757
2.0,-3896.7660216034437,-625.8032727436942,148.81487386148484
2.0,-3596.3143970145557,-775.0864644519619,-66.184079976844
2.0,-4299.391488559911,-460.70191825999586,-318.07869062071944
2.0,-4303.43825309003,-572.4172367424261,-435.6295236798584
2.0,-3771.3248710163307,-535.8378784578355,-562.0707620362766
2.0,-4669.645282088733,-382.60007735158575,-659.8651897711832
2.0,-5276.617945217696,-546.7127947533717,-1046.103654337711
2.0,-3960.49828802953,-731.5867381994842,-1170.5691452886238
2.0,-2898.295638991184,-246.1690455675125,-940.4066644731115
2.0,-3882.60332287335,-311.4186654813954,-999.6759109809751
2.0,-4582.645463161782,-586.258033748533,-964.1143508621903
2.0,-3964.544808278318,-434.9975068061078,-548.2412630417308
2.0,-3933.1844595612074,-341.0775947277663,136.82979052184058
2.0,-3608.4539577609203,-790.9045966922259,595.2594954459394
2.0,-3506.2801153933415,-843.3020261467481,475.4086315143304
2.0,-3462.7804502111967,-743.4503221120991,302.62356043839065
2.0,-3704.557897614651,-737.518560690958,149.8136486186356
2.0,-4001.974570946615,-983.6875757233041,189.76395186342177
2.0,-3765.2552127838135,-1026.1987564993688,203.74653891461796
2.0,-4024.2303101742855,-1009.3919566420258,222.7229386812351
2.0,-4054.5790898995324,-1073.6529700091628,332.5862840550845
2.0,-4087.962576600372,-944.1423367281429,317.60490697915435
2.0,-4402.576899919353,-623.8259985798695,11.985090973435856
2.0,-4561.401292925975,-511.1221040858597,-477.11805119866233
2.0,-4430.902297379541,-617.8942371587284,-493.91101862563465
2.0,-4922.550232684026,-599.1102242078938,-456.37380270684355
2.0,-4906.364640251535,-639.6440697498009,-445.50774160955774
2.0,-4903.329200431949,-434.9975068061078,-325.98128328557874
2.0,-3852.2547874294346,-352.9411786403812,-179.7836243373449
2.0,-3688.3720609008287,-123.57883369092082,22.971424365752057
2.0,-4286.240358821681,305.48079702697817,-306.22484742617996
2.0,-4611.982673895163,341.30266943915944,-478.10586383108233
2.0,-4446.076565101499,234.83216273980062,-503.7892670905004
2.0,-4126.404152541864,2.985154603012517,-461.31289640411
2.0,-3559.895959056792,-235.2941140043931,-52.35456953161076
2.0,-3314.07223568588,-209.58971781808822,26.966454690230677
2.0,-3402.0831350420344,-70.19278242206964,211.7365995635752
2.0,-3508.3034976584013,93.53484072890438,187.76641761670348
2.0,-3670.162841921947,131.34680444099865,229.71425510820796
2.0,-3827.9756659367044,87.5645362939991,211.7365995635752
2.0,-3783.4644317626953,-117.64705700219655,307.61731208347885
2.0,-3868.4406241432566,-304.49823644317564,392.51173128847216
2.0,-4002.9863842198106,-360.8502142253469,297.6297477229697
2.0,-4233.635839868764,-324.2708864759226,219.72666021253244
2.0,-4337.833064501403,-528.9174494196158,111.86084908540131
2.0,-4224.531474660655,-698.9619282425427,81.89811783491588
2.0,-5242.222645243661,-456.74740046751305,-180.7714522373481
2.0,-5725.777540050569,-651.5076536624158,-546.2656377768908
2.0,-5064.177219984961,-1059.8122340733887,-791.2454912897016
2.0,-3499.1988881689604,-683.1438570726114,-464.27639537170285
2.0,-2984.2834003636094,-569.4512949615229,-247.94335248040372
2.0,-3747.0459938049316,-526.9401752557911,-344.7499065125575
2.0,-4245.77564489646,-770.1433095775667,-609.4861958847671
2.0,-3714.6740760959565,-1064.7552668071185,-520.5822039823063
2.0,-3538.652033102317,-863.0746456443286,-9.87822079237123
2.0,-3111.7479332157823,-1036.085066248159,339.5775546793078
2.0,-3090.5037629799767,-1403.8556179062266,738.0818734403516
2.0,-3439.5131419916625,-1376.174023894013,579.2794046831913
2.0,-3463.792263484392,-1267.4246166573196,431.4632750436908
2.0,-3392.9785255525935,-1086.5050993981909,353.56018753325355
2.0,-3453.675840721756,-1062.777931572961,402.49929564898133
2.0,-3285.746838225693,-1377.162630440759,195.75647826566072
2.0,-3701.523190639058,-1573.9000967291536,386.51917435106685
2.0,-4071.77673988655,-1618.38849059871,452.4372090570262
2.0,-4087.962576600372,-1506.6732637217788,453.4359532790106
2.0,-4194.182939216739,-1266.4358879699082,456.4322164801301
2.0,-4554.320065701594,-1070.6871503689251,493.38624125621357
2.0,-5299.88525343723,-861.0973714805041,504.37258037387346
2.0,-5107.676885167107,-520.0197462175713,313.60986902088416
2.0,-4385.379005651005,-505.19031212955224,589.2669690437004
2.0,-4417.751167641311,-469.5995909268739,630.2160317780541
2.0,-3952.4052475319536,-502.22443141898174,404.4968451632828
2.0,-4238.693929109417,-19.77261377223691,341.57510419360926
2.0,-4542.180260673898,444.78802773796144,124.84469191461314
2.0,-4331.763650550217,397.02556172355276,14.981363716794819
2.0,-3612.500478009709,83.58433079279837,185.76889863756836
2.0,-3175.4799553605376,-220.46464938120764,490.3899475199277
2.0,-3104.66646171007,-316.36182035579054,718.1066836490006
2.0,-3269.5605129492087,-209.58971781808822,791.016050049516
2.0,-3541.686984359241,-116.65842755407584,769.0433107438635
2.0,-3766.266781775678,-45.477011866989685,640.2036572088961
2.0,-3642.849013453624,-91.94265318210007,662.1762743738831
2.0,-3733.8951083480333,-67.22688644391592,914.8619214042288
2.0,-3749.0693760699914,-176.96490786114677,1088.6458588428186
2.0,-3957.463336772606,-316.36182035579054,1073.6643290910565
2.0,-4230.601377174503,-459.7132811780836,1066.6729973965005
2.0,-3722.767360874864,-659.4166892473816,1120.6060403683148
2.0,-4356.042283480285,-412.25900659795667,1103.6271443132493
2.0,-5395.9894375722915,-226.39642606993192,693.1377116773949
2.0,-3442.548093248586,-976.7671466850844,409.490596808371
2.0,-3595.3028280226913,-899.6539428585866,965.7986095694245
2.0,-5026.747457316665,-258.0326294801274,641.2023403605477
2.0,-3901.824110844096,-630.7464276180892,788.0197563132302
2.0,-3391.966956560729,-737.518560690958,1196.5115783644505
2.0,-2825.458763075657,-628.7691534542647,1628.9736892356248
2.0,-2575.588275174626,-1000.4942534399814,1193.5153456984974
2.0,-3238.2006527947597,-454.7701568388548,1638.961253596134
2.0,-3313.0604224126846,-566.4854142509523,1498.1363640456902
2.0,-3597.3259660064195,-297.57786847528865,1426.2259250781576
2.0,-3480.9894249087474,-682.1551894555326,1599.0108740134317
2.0,-3252.3633515248534,-982.6989081062254,1658.9362601764867
2.0,-3662.0698014243703,-670.2916055429178,1313.3662401652728
2.0,-3895.7544526115794,-383.58871443349807,1425.2270587155076
2.0,-4357.053608190818,14.925773492174558,1381.281702244868
2.0,-4949.86430543368,23.881236824100135,1415.2394943549984
2.0,-4113.253022803635,-278.793855524454,1518.1116149073741
2.0,-4225.542799371188,55.72288465060171,1573.0431578198418
2.0,-4032.323350671862,376.12946184932207,1403.254319409855
2.0,-3995.9049127140984,870.6700850705631,1166.5487631422575
2.0,-4018.1606519417687,866.6898872031541,907.8705897096728
2.0,-3964.544808278318,608.9714951202518,718.1066836490006
2.0,-3765.2552127838135,380.1096902518976,742.0769113986219
2.0,-3846.1851291969174,311.45112436325826,720.1042331633021
2.0,-3784.4762450358908,335.3323726380458,749.0681820228451
2.0,-3797.627130492789,333.3422737043412,851.940241504888
2.0,-3788.522521003348,177.11917152170275,895.8855979755276
2.0,-3792.5690412521362,181.09938465669507,998.7575353169051
2.0,-3894.742639338384,88.55958576085138,1088.6458588428186
2.0,-3916.9983785660543,7.96041243373737,1144.5761459772705
2.0,-3922.056712088038,-97.87444513840754,1169.5451179488762
2.0,-3968.5910842457756,-127.53335911719526,1150.568733449842
2.0,-3923.068036798571,-213.54423561057106,1224.4767830020091
2.0,-3876.533664640833,-302.5209928145174,1169.5451179488762
2.0,-3874.5105266571045,-227.3850784194274,1270.4196279166174
2.0,-3781.4412937789666,-241.22589069311738,1044.7003802315135
2.0,-3821.9060077041877,-250.12356335999536,1194.5139677798163
2.0,-3957.463336772606,6.965360581325214,1477.1624911026877
2.0,-3814.8247804798066,-214.5328574249002,1222.4792945580405
2.0,-3844.161746931858,-232.32821802623937,1189.5202466698943
2.0,-3877.5454779140287,-329.2140413503178,1177.5351938654164
2.0,-3866.417241878197,-288.68016527324426,1210.4942417535626
2.0,-3810.778260231018,-389.5205063898055,1325.3512929697506
2.0,-3837.0805197074765,-440.92929876241527,1304.3772978860825
2.0,-3833.0337551773573,-387.54323222598094,1246.4494001669962
