Device,Acc_x,Acc_y,Acc_z
2.0,-4084.9276253434477,-156.20366654923706,72.90929769639109
2.0,-4092.0088525678293,-128.52198093152438,86.89191528275364
2.0,-4118.311112044287,-35.59070593509518,78.90185463379642
2.0,-4154.729550002051,41.792165396399184,3.9950303244786185
2.0,-4237.682115836222,80.59916712465834,-54.33021388092979
2.0,-4325.6937480363695,144.2824627776615,-168.91757850764228
2.0,-4311.530805024944,189.05979565909652,-269.67541360464253
2.0,-4215.4266208898825,184.08453305725192,-334.8716885828581
2.0,-4070.7649266133544,120.40122977045716,-351.6646560098304
2.0,-4005.0095222035393,155.22803744820297,-381.29930979892856
2.0,-3958.4749057644703,170.1538099861536,-398.0922772259009
2.0,-3940.2656867855885,193.03999352650564,-386.23843403136146
2.0,-3992.8702057385053,159.2082505831953,-330.92040751801164
2.0,-4020.184034206828,111.44576930120343,-309.1883158586064
2.0,-4052.5557076344726,149.2577406470893,-322.0300022207323
2.0,-4064.6952683808377,103.48535829880198,-300.29791056132706
2.0,-4125.392339268669,97.5150538638967,-252.88244617767023
2.0,-4107.183120289787,101.49525936509743,-259.79722621010956
2.0,-4076.8348291272023,97.5150538638967,-267.69978833980247
2.0,-4088.9741455922363,96.51999676325282,-270.6632567722289
2.0,-4094.0322348328887,97.5150538638967,-305.23703479375996
2.0,-4074.8114468621425,118.41113847054419,-337.83515701528455
2.0,-4089.9857145841006,137.31710124211233,-326.9690959179988
2.0,-4115.276160787364,139.30721544340008,-344.7499065125575
2.0,-4078.857967110931,199.01030559520254,-391.1775582637943
2.0,-4082.9044873597195,153.23792324691522,-394.14102669622076
2.0,-4077.8461538377355,177.11917152170275,-397.1044645934808
2.0,-4055.5906588913967,196.0251419270625,-420.81221205289245
2.0,-4066.718406364566,199.01030559520254,-431.67827315017826
2.0,-4064.6952683808377,212.94102866630087,-434.6417110474383
2.0,-4071.77673988655,192.04494405965337,-446.49555424197774
2.0,-4062.672130397109,190.0548451259488,-461.31289640411
2.0,-4086.9507633271764,186.07464725853967,-455.3859900744235
2.0,-4067.7302196377614,183.08948359039962,-446.49555424197774
2.0,-4072.788064597083,173.13897365429364,-442.5443037122977
2.0,-4079.8695361027953,154.2329879813507,-370.43327923680914
2.0,-4099.090568354873,189.05979565909652,-429.7025868150055
2.0,-4088.9741455922363,180.1043199222596,-421.8000246853125
2.0,-4087.962576600372,178.1142362561382,-426.73914891774535
2.0,-4072.788064597083,187.06968145780877,-433.6538984150183
2.0,-4057.614041156456,171.14885945300588,-429.7025868150055
2.0,-4084.9276253434477,187.06968145780877,-421.8000246853125
2.0,-4066.718406364566,190.0548451259488,-421.8000246853125
2.0,-4061.6603171239135,174.1340231211459,-404.0192140907538
2.0,-4054.5790898995324,172.14390891985815,-421.8000246853125
2.0,-4064.6952683808377,177.11917152170275,-424.76349311773896
2.0,-4062.672130397109,170.1538099861536,-409.9461814907731
2.0,-4081.892918367855,177.11917152170275,-429.7025868150055
2.0,-4082.9044873597195,178.1142362561382,-397.1044645934808
2.0,-4106.171795579254,178.1142362561382,-416.860930988046
2.0,-4073.7998778702786,160.20330005004757,-422.7878678528989
2.0,-4083.9160563515834,164.18349791745672,-403.03140145833373
2.0,-4064.6952683808377,187.06968145780877,-401.0557761934937
2.0,-4057.614041156456,200.0053550620548,-420.81221205289245
2.0,-4052.5557076344726,178.1142362561382,-418.83655625288606
2.0,-4056.6022278832606,187.06968145780877,-416.860930988046
2.0,-4077.8461538377355,209.955880265744,-433.6538984150183
2.0,-4055.5906588913967,207.96576606445626,-420.81221205289245
2.0,-4045.4744804100915,185.0795825241042,-423.7756804853189
2.0,-4058.6253658669893,200.0053550620548,-425.75130575015896
2.0,-4075.823015854007,210.95092973259628,-431.67827315017826
2.0,-4071.77673988655,196.0251419270625,-427.7269615501654
2.0,-4066.718406364566,192.04494405965337,-420.81221205289245
2.0,-4073.7998778702786,186.07464725853967,-417.848743620466
2.0,-4067.7302196377614,209.955880265744,-436.61736684744477
2.0,-4078.857967110931,199.01030559520254,-430.6903994474255
2.0,-4065.7068373727016,201.0004045289071,-435.6295236798584
2.0,-4048.509431667015,202.99051873019485,-435.6295236798584
2.0,-4037.381439912515,194.03505826094113,-437.6051794798648
2.0,-4061.6603171239135,204.9806176638994,-450.44686584199064
2.0,-4065.7068373727016,198.01525612835025,-435.6295236798584
2.0,-4076.8348291272023,181.09938465669507,-405.0070572583402
2.0,-4074.8114468621425,202.99051873019485,-431.67827315017826
2.0,-4071.77673988655,181.09938465669507,-411.9218067556131
2.0,-4083.9160563515834,190.0548451259488,-397.1044645934808
2.0,-4062.672130397109,188.06473092466103,-447.4834279447305
2.0,-4093.0206658410243,172.14390891985815,-439.5808352798712
2.0,-4065.7068373727016,188.06473092466103,-426.73914891774535
2.0,-4059.637179140185,185.0795825241042,-413.89743202045315
2.0,-4061.6603171239135,160.20330005004757,-422.7878678528989
2.0,-4062.672130397109,182.09443412354736,-427.7269615501654
2.0,-4081.892918367855,185.0795825241042,-419.82436888530606
2.0,-4067.7302196377614,174.1340231211459,-428.7147741825854
2.0,-4064.6952683808377,183.08948359039962,-417.848743620466
2.0,-4047.4976183938197,156.22308691505526,-423.7756804853189
2.0,-4075.823015854007,160.20330005004757,-426.73914891774535
2.0,-4059.637179140185,179.1092704554073,-414.8852446528732
2.0,-4059.637179140185,179.1092704554073,-403.03140145833373
2.0,-4050.532569650744,188.06473092466103,-403.03140145833373
2.0,-4070.7649266133544,197.02020666149795,-407.97052569076664
2.0,-4085.939194335312,185.0795825241042,-393.1531835286344
2.0,-4081.892918367855,170.1538099861536,-371.4210918692292
2.0,-4086.9507633271764,177.11917152170275,-375.37240346924204
2.0,-4087.962576600372,187.06968145780877,-399.0801203934873
2.0,-4069.75335762149,174.1340231211459,-433.6538984150183
2.0,-4062.672130397109,163.18844845060443,-462.30070903653007
2.0,-4052.5557076344726,161.19833424931667,-479.0937069986687
2.0,-4055.5906588913967,188.06473092466103,-454.3981774420035
2.0,-4068.7417886296257,185.0795825241042,-433.6538984150183
2.0,-4059.637179140185,178.1142362561382,-412.90961938803315
2.0,-4066.718406364566,188.06473092466103,-381.29930979892856
2.0,-4087.962576600372,180.1043199222596,-388.21405929620147
2.0,-4050.532569650744,153.23792324691522,-397.1044645934808
2.0,-4086.9507633271764,161.19833424931667,-369.44546660438914
2.0,-4079.8695361027953,194.03505826094113,-393.1531835286344
2.0,-4059.637179140185,196.0251419270625,-402.04358882591373
2.0,-4055.5906588913967,169.1587605193013,-397.1044645934808
2.0,-4054.5790898995324,187.06968145780877,-418.83655625288606
2.0,-4074.8114468621425,202.99051873019485,-431.67827315017826
2.0,-4057.614041156456,197.02020666149795,-414.8852446528732
2.0,-4065.7068373727016,170.1538099861536,-435.6295236798584
2.0,-4071.77673988655,174.1340231211459,-437.6051794798648
2.0,-4081.892918367855,189.05979565909652,-431.67827315017826
2.0,-4087.962576600372,188.06473092466103,-433.6538984150183
2.0,-4068.7417886296257,195.0301077277934,-416.860930988046
2.0,-4053.567276626337,192.04494405965337,-437.6051794798648
2.0,-4055.5906588913967,210.95092973259628,-429.7025868150055
2.0,-4070.7649266133544,199.01030559520254,-433.6538984150183
2.0,-4053.567276626337,175.1290725879982,-408.95833832318664
2.0,-4069.75335762149,184.08453305725192,-385.2506213989414
2.0,-4085.939194335312,172.14390891985815,-381.29930979892856
2.0,-4093.0206658410243,159.2082505831953,-427.7269615501654
2.0,-4083.9160563515834,187.06968145780877,-448.4712405771506
2.0,-4082.9044873597195,178.1142362561382,-432.66608578259826
2.0,-4069.75335762149,184.08453305725192,-433.6538984150183
2.0,-4045.4744804100915,197.02020666149795,-428.7147741825854
2.0,-4063.683455107642,192.04494405965337,-410.9339941231931
2.0,-4055.5906588913967,172.14390891985815,-404.0192140907538
2.0,-4100.101893065405,186.07464725853967,-424.76349311773896
2.0,-4085.939194335312,176.12412205485046,-418.83655625288606
2.0,-4083.9160563515834,172.14390891985815,-412.90961938803315
2.0,-4063.683455107642,191.04989459280108,-431.67827315017826
2.0,-4053.567276626337,183.08948359039962,-431.67827315017826
2.0,-4043.4513424263628,174.1340231211459,-439.5808352798712
2.0,-4046.4858051206247,170.1538099861536,-427.7269615501654
2.0,-4053.567276626337,161.19833424931667,-442.5443037122977
2.0,-4068.7417886296257,164.18349791745672,-433.6538984150183
2.0,-4063.683455107642,150.25279011394156,-437.6051794798648
2.0,-4062.672130397109,150.25279011394156,-426.73914891774535
2.0,-4065.7068373727016,173.13897365429364,-433.6538984150183
2.0,-4057.614041156456,155.22803744820297,-422.7878678528989
2.0,-4054.5790898995324,147.26762644580154,-430.6903994474255
2.0,-4043.4513424263628,168.16371105244903,-438.59302264745116
2.0,-4043.4513424263628,172.14390891985815,-450.44686584199064
2.0,-4042.4395291531673,168.16371105244903,-471.1911448689758
2.0,-4062.672130397109,172.14390891985815,-444.51992897713774
2.0,-4077.8461538377355,183.08948359039962,-443.5321163447177
2.0,-4084.9276253434477,187.06968145780877,-442.5443037122977
2.0,-4087.962576600372,178.1142362561382,-434.6417110474383
2.0,-4085.939194335312,170.1538099861536,-408.95833832318664
2.0,-4093.0206658410243,183.08948359039962,-388.21405929620147
2.0,-4093.0206658410243,201.0004045289071,-383.274965598935
2.0,-4095.043803824753,216.92122653370998,-369.44546660438914
2.0,-4068.7417886296257,231.8469990716606,-382.28712243134856
2.0,-4056.6022278832606,227.86680120425146,-347.71337494498397
2.0,-4095.043803824753,249.75793527775124,-380.31149716650856
2.0,-4058.6253658669893,224.88163753611144,-372.4089350368156
2.0,-4086.9507633271764,221.8964891355546,-329.9325948855916
2.0,-4081.892918367855,241.7975242753498,-320.05434642072584
2.0,-4049.5207563775484,230.8519496048083,-310.1761284910265
2.0,-4042.4395291531673,223.88658806925915,-344.7499065125575
2.0,-4050.532569650744,220.9014549362855,-405.0070572583402
2.0,-4062.672130397109,217.91629126814544,-427.7269615501654
2.0,-4047.4976183938197,201.99546926334256,-447.4834279447305
2.0,-4044.462667136896,214.93112760000542,-451.43467847441065
2.0,-4095.043803824753,217.91629126814544,-425.75130575015896
2.0,-4101.113706338601,241.7975242753498,-429.7025868150055
2.0,-4085.939194335312,255.72824734644811,-449.4590532095706
2.0,-4071.77673988655,247.7678210764635,-463.28858273928284
2.0,-4055.5906588913967,254.73319787959585,-480.08155016625517
2.0,-4036.3698709206506,246.7727868771944,-509.7161734201869
2.0,-4058.6253658669893,273.6391530173724,-533.4239514147649
2.0,-4066.718406364566,264.68370781570184,-519.5944524202191
2.0,-4087.962576600372,261.698559415145,-515.6431408202062
2.0,-4081.892918367855,239.80741007406203,-584.7906968632683
2.0,-4124.381014558136,252.74309894589126,-487.9841122959481
